Date,Visiting,Visiting game num,Home,Home game num,Visiting score,Home score,Num outs,Ballpark,away 1th inning,away 2th inning,away 3th inning,away 4th inning,away 5th inning,away 6th inning,away 7th inning,away 8th inning,away 9th inning,away 10th inning,away 11th inning,away 12th inning,away 13th inning,away 14th inning,away 15th inning,away 16th inning,away 17th inning,away 18th inning,away 19th inning,away 20th inning,home 1th inning,home 2th inning,home 3th inning,home 4th inning,home 5th inning,home 6th inning,home 7th inning,home 8th inning,home 9th inning,home 10th inning,home 11th inning,home 12th inning,home 13th inning,home 14th inning,home 15th inning,home 16th inning,home 17th inning,home 18th inning,home 19th inning,home 20th inning
20200804,LAN,12,SDN,12,5,2,54,SAN02,0,0,0,0,0,2,1,1,1,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,,,,,,,,,,,
20200804,NYN,12,WAS,8,3,5,51,WAS11,0,0,0,2,1,0,0,0,0,,,,,,,,,,,,1,1,3,0,0,0,0,0,0,,,,,,,,,,,
20200804,MIA,4,BAL,9,4,0,54,BAL12,0,0,0,0,1,2,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
20200804,PIT,11,MIN,11,3,7,51,MIN04,0,0,0,1,0,0,0,0,2,,,,,,,,,,,,3,1,0,1,2,0,0,0,0,,,,,,,,,,,
20200804,TEX,9,OAK,11,1,5,52,OAK01,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,1,0,4,,,,,,,,,,,
20200804,ANA,11,SEA,12,5,3,54,SEA03,3,0,0,0,0,0,2,0,0,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,,,,,,,,,,,
20200804,BOS,11,TBA,11,1,5,51,STP01,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,2,2,0,1,0,0,,,,,,,,,,,
20200805,HOU,11,ARI,12,7,14,51,PHO01,0,3,0,1,2,0,0,1,0,,,,,,,,,,,,0,0,0,9,2,0,1,2,0,,,,,,,,,,,
20200805,TOR,9,ATL,13,2,1,54,ATL03,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
20200805,SFN,13,COL,11,4,3,54,DEN02,0,0,0,3,0,1,0,0,0,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,,,,,,,,,,,
20200805,MIA,5,BAL,10,1,0,42,BAL12,0,0,0,1,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,
20200805,PHI,5,NYA,10,11,7,42,PHI13,0,0,4,0,1,6,0,,,,,,,,,,,,,,1,2,0,0,0,0,4,,,,,,,,,,,,,
20200805,MIN,12,PIT,12,5,2,54,PIT08,0,1,0,0,0,0,0,0,4,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,,,,,,,,,,,
20200805,LAN,13,SDN,13,7,6,54,SAN02,0,2,0,0,2,3,0,0,0,,,,,,,,,,,,0,0,0,0,2,2,0,1,1,,,,,,,,,,,
20200805,NYN,13,WAS,9,3,1,54,WAS11,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,
20200805,BAL,11,MIA,6,1,2,39,BAL12,0,0,0,0,0,1,0,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,,,,,,
20200805,MIL,9,CHA,12,1,0,54,CHI12,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
20200805,CIN,12,CLE,13,0,2,51,CLE08,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,2,0,0,0,0,,,,,,,,,,,
20200805,CHN,12,KCA,13,6,1,54,KAN06,0,0,0,2,0,0,0,2,2,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,,,,,,,,,
20200805,NYA,11,PHI,6,3,1,42,PHI13,0,1,0,0,0,0,2,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,,,,,,,,,
20200805,TEX,10,OAK,12,4,6,51,OAK01,1,0,0,3,0,0,0,0,0,,,,,,,,,,,,2,0,0,0,1,0,2,1,0,,,,,,,,,,,
20200805,ANA,12,SEA,13,6,7,51,SEA03,0,0,1,0,0,2,0,3,0,,,,,,,,,,,,0,0,3,0,1,0,3,0,0,,,,,,,,,,,
20200805,BOS,12,TBA,12,5,0,54,STP01,0,0,0,2,0,3,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
20200806,HOU,12,ARI,13,4,5,51,PHO01,0,0,0,1,0,1,0,2,0,,,,,,,,,,,,0,0,0,0,0,3,0,0,2,,,,,,,,,,,
20200806,TOR,10,ATL,14,3,4,52,ATL03,0,0,0,1,0,0,2,0,0,,,,,,,,,,,,2,0,0,1,0,0,0,0,1,,,,,,,,,,,
20200806,SFN,14,COL,12,4,6,51,DEN02,0,0,0,0,0,0,3,1,0,,,,,,,,,,,,0,0,0,0,0,1,5,0,0,,,,,,,,,,,
20200806,BAL,12,MIA,7,7,8,51,BAL12,0,1,2,1,0,2,0,0,1,,,,,,,,,,,,1,1,2,2,0,0,2,0,0,,,,,,,,,,,
20200806,NYA,12,PHI,7,4,5,51,PHI13,0,2,0,0,0,0,2,0,0,,,,,,,,,,,,3,0,2,0,0,0,0,0,0,,,,,,,,,,,
20200806,MIN,13,PIT,13,5,6,52,PIT08,3,0,0,1,1,0,0,0,0,,,,,,,,,,,,0,3,0,0,0,0,0,1,2,,,,,,,,,,,
20200806,MIL,10,CHA,13,8,3,54,CHI12,0,0,1,0,4,0,0,3,0,,,,,,,,,,,,0,2,0,0,0,0,0,0,1,,,,,,,,,,,
20200806,CIN,13,CLE,14,0,13,51,CLE08,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0,0,0,2,0,10,0,0,,,,,,,,,,,
20200806,CHN,13,KCA,14,2,13,51,KAN06,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,1,2,6,0,2,0,1,1,0,,,,,,,,,,,
20200806,TEX,11,OAK,13,4,6,51,OAK01,0,0,0,0,1,1,2,0,0,,,,,,,,,,,,0,1,0,4,0,0,1,0,0,,,,,,,,,,,
20200806,ANA,13,SEA,14,6,1,54,SEA03,0,1,0,3,0,0,0,2,0,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
20200807,SFN,15,LAN,14,2,7,51,LOS03,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,0,0,2,3,1,0,0,1,0,,,,,,,,,,,
20200807,CIN,14,MIL,11,8,3,54,MIL06,0,6,0,0,0,2,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,0,2,0,,,,,,,,,,,
20200807,MIA,8,NYN,14,4,3,54,NYC20,0,4,0,0,0,0,0,0,0,,,,,,,,,,,,0,1,0,0,0,0,0,2,0,,,,,,,,,,,
20200807,DET,11,PIT,14,17,13,66,PIT08,0,1,0,0,4,1,6,0,0,1,4,,,,,,,,,,0,2,0,2,3,0,0,2,3,1,0,,,,,,,,,
20200807,ARI,14,SDN,14,0,3,51,SAN02,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,,,,,,,,,,,
20200807,BAL,13,WAS,10,11,0,54,WAS11,1,2,0,1,0,4,3,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
20200807,TOR,11,BOS,13,3,5,51,BOS07,1,0,1,0,0,1,0,0,0,,,,,,,,,,,,1,1,2,0,0,0,0,1,0,,,,,,,,,,,
20200807,CLE,15,CHA,14,0,2,51,CHI12,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,,,,,,,,,,,
20200807,MIN,14,KCA,15,2,3,51,KAN06,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,0,0,1,0,1,1,0,0,0,,,,,,,,,,,
20200807,HOU,13,OAK,14,2,3,77,OAK01,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,2,,,,,,,
20200807,COL,13,SEA,15,8,4,54,SEA03,0,0,2,0,0,2,1,3,0,,,,,,,,,,,,0,1,0,0,0,2,0,1,0,,,,,,,,,,,
20200807,NYA,13,TBA,13,0,1,51,STP01,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,
20200807,ANA,14,TEX,12,3,4,51,ARL02,2,0,0,1,0,0,0,0,0,,,,,,,,,,,,0,1,0,3,0,0,0,0,0,,,,,,,,,,,
20200808,SFN,16,LAN,15,5,4,54,LOS03,0,0,2,0,2,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,4,0,0,0,,,,,,,,,,,
20200808,CIN,15,MIL,12,4,1,54,MIL06,3,0,0,0,0,0,1,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,
20200808,MIA,9,NYN,15,4,8,51,NYC20,1,0,0,0,1,2,0,0,0,,,,,,,,,,,,0,2,2,0,1,0,3,0,0,,,,,,,,,,,
20200808,ATL,15,PHI,8,0,5,51,PHI13,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,4,0,0,0,1,0,,,,,,,,,,,
20200808,DET,12,PIT,15,11,5,54,PIT08,5,1,0,0,0,4,1,0,0,,,,,,,,,,,,0,0,2,3,0,0,0,0,0,,,,,,,,,,,
20200808,ARI,15,SDN,15,3,2,54,SAN02,0,0,0,1,0,2,0,0,0,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,,,,,,,,,,,
20200808,BAL,14,WAS,11,5,3,54,WAS11,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,0,2,0,0,0,1,0,0,0,,,,,,,,,,,
20200808,TOR,12,BOS,14,2,1,54,BOS07,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,
20200808,CLE,16,CHA,15,7,1,54,CHI12,0,0,0,6,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,
20200808,MIN,15,KCA,16,6,9,51,KAN06,0,0,0,4,0,1,1,0,0,,,,,,,,,,,,1,0,1,6,0,0,1,0,0,,,,,,,,,,,
20200808,HOU,14,OAK,15,1,3,51,OAK01,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,0,0,0,0,1,0,1,0,,,,,,,,,,,
20200808,COL,14,SEA,16,5,0,54,SEA03,0,0,0,0,4,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
20200808,NYA,14,TBA,14,8,4,42,STP01,0,0,4,0,1,2,1,,,,,,,,,,,,,,0,0,0,0,3,1,0,,,,,,,,,,,,,
20200808,NYA,15,TBA,15,3,5,39,STP01,0,0,0,1,0,0,2,,,,,,,,,,,,,,1,0,0,2,2,0,0,,,,,,,,,,,,,
20200808,ANA,15,TEX,13,0,2,51,ARL02,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,2,0,0,0,,,,,,,,,,,
20200809,SFN,17,LAN,16,2,6,51,LOS03,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,3,3,0,,,,,,,,,,,
20200809,CIN,16,MIL,13,3,9,51,MIL06,1,0,0,1,0,0,0,0,1,,,,,,,,,,,,0,0,1,0,0,6,2,0,0,,,,,,,,,,,
20200809,MIA,10,NYN,16,2,4,51,NYC20,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,0,0,2,1,0,1,0,0,0,,,,,,,,,,,
20200809,ATL,16,PHI,9,5,2,42,PHI13,0,0,0,0,5,0,0,,,,,,,,,,,,,,0,0,1,0,1,0,0,,,,,,,,,,,,,
20200809,ATL,17,PHI,10,8,0,42,PHI13,0,0,2,0,2,4,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,
20200809,DET,13,PIT,16,2,1,54,PIT08,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
20200809,ARI,16,SDN,16,5,9,51,SAN02,0,0,0,0,0,0,1,0,4,,,,,,,,,,,,3,3,3,0,0,0,0,0,0,,,,,,,,,,,
20200809,TOR,13,BOS,15,3,5,53,BOS07,0,0,1,1,0,1,0,0,0,,,,,,,,,,,,0,1,1,0,0,1,0,0,2,,,,,,,,,,,
20200809,CLE,17,CHA,16,5,4,60,CHI12,0,0,2,0,0,0,0,1,0,2,,,,,,,,,,,0,1,0,0,0,2,0,0,0,1,,,,,,,,,,
20200809,MIN,16,KCA,17,2,4,51,KAN06,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,2,0,1,0,0,1,0,0,0,,,,,,,,,,,
20200809,HOU,15,OAK,16,2,7,51,OAK01,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,0,1,4,0,1,0,1,0,0,,,,,,,,,,,
20200809,COL,15,SEA,17,3,5,51,SEA03,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,2,0,0,0,0,0,3,0,0,,,,,,,,,,,
20200809,NYA,16,TBA,16,3,4,53,STP01,1,0,0,0,2,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,3,0,1,,,,,,,,,,,
20200809,ANA,16,TEX,14,3,7,51,ARL02,0,0,0,0,2,1,0,0,0,,,,,,,,,,,,0,0,1,4,1,0,0,1,0,,,,,,,,,,,
20200810,ARI,17,COL,16,12,8,54,DEN02,2,0,3,3,0,0,3,0,1,,,,,,,,,,,,1,0,2,3,1,0,0,0,1,,,,,,,,,,,
20200810,SDN,17,LAN,17,2,1,54,LOS03,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,
20200810,MIN,17,MIL,14,4,2,54,MIL06,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,,,,,,,,,,,
20200810,WAS,13,NYN,17,16,4,54,NYC20,0,1,4,0,7,2,2,0,0,,,,,,,,,,,,0,0,0,0,0,2,0,1,1,,,,,,,,,,,
20200810,ATL,18,PHI,11,8,13,51,PHI13,0,1,0,0,0,0,0,0,7,,,,,,,,,,,,3,7,0,2,1,0,0,0,0,,,,,,,,,,,
20200810,OAK,17,ANA,17,9,10,51,ANA01,0,3,2,4,0,0,0,0,0,,,,,,,,,,,,3,0,1,3,0,2,0,1,0,,,,,,,,,,,
20200810,TBA,17,BOS,16,8,7,54,BOS07,0,1,0,2,1,1,2,1,0,,,,,,,,,,,,3,0,1,0,0,1,0,2,0,,,,,,,,,,,
20200810,CHA,17,DET,14,1,5,51,DET05,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,0,0,0,1,0,1,3,0,0,,,,,,,,,,,
20200810,SFN,18,HOU,16,4,6,51,HOU03,0,0,0,0,0,0,0,1,3,,,,,,,,,,,,0,1,4,0,0,1,0,0,0,,,,,,,,,,,
20200810,SEA,18,TEX,15,10,2,54,ARL02,0,0,1,0,3,5,1,0,0,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,,,,,,,,,,,
20200811,KCA,18,CIN,17,5,6,57,CIN09,0,0,1,1,1,0,0,2,0,0,,,,,,,,,,,0,2,3,0,0,0,0,0,0,1,,,,,,,,,,
20200811,ARI,18,COL,17,7,8,51,DEN02,0,0,0,1,0,0,1,0,5,,,,,,,,,,,,0,0,0,2,0,0,0,6,0,,,,,,,,,,,
20200811,SDN,18,LAN,18,6,2,54,LOS03,0,0,5,0,1,0,0,0,0,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,,,,,,,,,,,
20200811,MIN,18,MIL,15,4,6,51,MIL06,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,1,0,0,0,1,2,0,2,0,,,,,,,,,,,
20200811,WAS,14,NYN,18,2,1,54,NYC20,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
20200811,BAL,16,PHI,12,10,9,60,PHI13,0,0,0,0,0,3,2,0,3,2,,,,,,,,,,,0,0,2,0,1,0,0,3,2,1,,,,,,,,,,
20200811,OAK,18,ANA,18,0,6,51,ANA01,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,5,0,1,0,0,0,,,,,,,,,,,
20200811,TBA,18,BOS,17,8,2,54,BOS07,1,0,1,0,0,0,6,0,0,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,,,,,,,,,,,
20200811,CHN,14,CLE,18,7,1,54,CLE08,0,1,0,0,0,5,1,0,0,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,
20200811,CHA,18,DET,15,8,4,54,DET05,4,0,0,1,0,1,2,0,0,,,,,,,,,,,,0,0,0,0,2,0,0,0,2,,,,,,,,,,,
20200811,SFN,19,HOU,17,7,6,60,HOU03,0,1,0,0,1,0,3,0,1,1,,,,,,,,,,,0,3,1,0,0,2,0,0,0,0,,,,,,,,,,
20200811,ATL,19,NYA,17,6,9,51,NYC21,0,0,0,0,0,3,1,2,0,,,,,,,,,,,,3,0,3,0,2,0,1,0,0,,,,,,,,,,,
20200811,SEA,19,TEX,16,2,4,51,ARL02,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,2,0,2,0,0,0,0,0,0,,,,,,,,,,,
20200811,MIA,11,TOR,14,4,5,58,BUF05,0,1,0,0,0,0,0,0,3,0,,,,,,,,,,,0,0,0,0,0,3,1,0,0,1,,,,,,,,,,
20200812,KCA,19,CIN,18,5,4,54,CIN09,1,0,1,1,1,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,4,0,0,,,,,,,,,,,
20200812,ARI,19,COL,18,13,7,54,DEN02,1,0,0,1,3,0,8,0,0,,,,,,,,,,,,0,1,0,3,1,0,0,2,0,,,,,,,,,,,
20200812,SDN,19,LAN,19,0,6,51,LOS03,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,2,0,0,4,0,,,,,,,,,,,
20200812,MIN,19,MIL,16,12,2,54,MIL06,0,5,1,1,4,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,2,0,0,0,,,,,,,,,,,
20200812,WAS,15,NYN,19,6,11,51,NYC20,3,0,0,0,0,1,0,1,1,,,,,,,,,,,,4,0,1,0,0,5,0,1,0,,,,,,,,,,,
20200812,BAL,17,PHI,13,5,4,54,PHI13,0,0,1,2,1,0,1,0,0,,,,,,,,,,,,0,1,2,0,0,0,0,1,0,,,,,,,,,,,
20200812,OAK,19,ANA,19,8,4,54,ANA01,1,2,0,1,1,0,0,3,0,,,,,,,,,,,,1,0,2,0,0,1,0,0,0,,,,,,,,,,,
20200812,TBA,19,BOS,18,9,5,54,BOS07,1,3,2,2,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,0,5,0,,,,,,,,,,,
20200812,CHN,15,CLE,19,7,2,54,CLE08,0,0,1,0,3,1,0,1,1,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,
20200812,CHA,19,DET,16,7,5,54,DET05,2,0,1,0,4,0,0,0,0,,,,,,,,,,,,1,0,0,4,0,0,0,0,0,,,,,,,,,,,
20200812,SFN,20,HOU,18,1,5,51,HOU03,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,1,4,0,0,0,,,,,,,,,,,
20200812,ATL,20,NYA,18,3,6,51,NYC21,0,2,0,0,0,0,0,0,1,,,,,,,,,,,,0,2,0,2,2,0,0,0,0,,,,,,,,,,,
20200812,SEA,20,TEX,17,4,7,51,ARL02,0,4,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,1,1,5,0,,,,,,,,,,,
20200812,MIA,12,TOR,15,14,11,60,BUF05,3,0,5,0,3,0,0,0,0,3,,,,,,,,,,,0,0,2,2,2,2,1,2,0,0,,,,,,,,,,
20200813,MIL,17,CHN,16,2,4,51,CHI11,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,1,1,0,0,0,2,0,0,0,,,,,,,,,,,
20200813,PIT,17,CIN,19,9,6,54,CIN09,2,7,0,0,0,0,0,0,0,,,,,,,,,,,,0,1,0,2,0,0,1,1,1,,,,,,,,,,,
20200813,SDN,20,LAN,20,2,11,51,LOS03,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,3,2,1,3,2,0,0,0,0,,,,,,,,,,,
20200813,WAS,16,NYN,20,2,8,51,NYC20,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,0,1,0,2,4,0,0,1,0,,,,,,,,,,,
20200813,BAL,18,PHI,14,11,4,54,PHI13,0,0,0,0,4,0,2,3,2,,,,,,,,,,,,0,0,0,2,0,0,0,2,0,,,,,,,,,,,
20200813,TBA,20,BOS,19,17,8,54,BOS07,2,0,5,3,0,6,0,0,1,,,,,,,,,,,,3,0,1,1,0,0,0,0,3,,,,,,,,,,,
20200814,SDN,21,ARI,20,1,5,51,PHO01,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,1,0,4,0,,,,,,,,,,,
20200814,MIL,18,CHN,17,4,3,54,CHI11,0,0,0,0,1,3,0,0,0,,,,,,,,,,,,0,0,0,0,3,0,0,0,0,,,,,,,,,,,
20200814,PIT,18,CIN,20,1,8,51,CIN09,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,0,1,0,2,0,0,4,1,0,,,,,,,,,,,
20200814,TEX,18,COL,19,3,2,54,DEN02,0,0,0,0,1,0,1,1,0,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,,,,,,,,,,,
20200814,ATL,21,MIA,13,2,8,51,MIA02,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,0,0,2,2,0,2,2,0,0,,,,,,,,,,,
20200814,NYN,21,PHI,15,5,6,52,PHI13,1,1,2,0,0,0,0,0,1,,,,,,,,,,,,0,2,0,0,3,0,0,0,1,,,,,,,,,,,
20200814,OAK,20,SFN,21,8,7,60,SFO03,0,0,0,0,0,0,2,0,5,1,,,,,,,,,,,1,0,3,2,0,0,0,1,0,0,,,,,,,,,,
20200814,LAN,21,ANA,20,7,4,54,ANA01,0,0,2,0,0,2,1,2,0,,,,,,,,,,,,0,0,0,0,1,0,0,2,1,,,,,,,,,,,
20200814,WAS,17,BAL,19,15,3,54,BAL12,0,2,3,1,0,0,1,6,2,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,,,,,,,,,,,
20200814,CLE,20,DET,17,10,5,54,DET05,0,2,0,6,0,0,2,0,0,,,,,,,,,,,,0,1,2,0,0,1,0,0,1,,,,,,,,,,,
20200814,SEA,21,HOU,19,1,11,51,HOU03,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,9,1,0,0,1,0,0,0,0,,,,,,,,,,,
20200814,BOS,20,NYA,19,3,10,51,NYC21,0,0,0,1,0,0,0,2,0,,,,,,,,,,,,0,0,2,0,3,0,3,2,0,,,,,,,,,,,
20200814,TBA,21,TOR,16,4,12,51,BUF05,2,1,0,0,0,1,0,0,0,,,,,,,,,,,,0,2,0,1,0,5,0,4,0,,,,,,,,,,,
20200815,SDN,22,ARI,21,6,7,51,PHO01,1,0,0,0,0,0,0,2,3,,,,,,,,,,,,0,0,0,1,0,4,2,0,0,,,,,,,,,,,
20200815,MIL,19,CHN,18,6,5,60,CHI11,0,0,0,3,0,1,0,0,0,2,,,,,,,,,,,2,1,0,0,0,0,0,1,0,1,,,,,,,,,,
20200815,TEX,19,COL,20,6,4,54,DEN02,0,0,1,0,2,0,0,3,0,,,,,,,,,,,,0,2,0,0,0,0,0,1,1,,,,,,,,,,,
20200815,ATL,22,MIA,14,2,1,54,MIA02,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,
20200815,NYN,22,PHI,16,2,6,51,PHI13,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,0,1,0,0,5,0,0,0,0,,,,,,,,,,,
20200815,OAK,21,SFN,22,7,6,54,SFO03,0,0,2,0,0,1,0,0,4,,,,,,,,,,,,0,0,0,3,0,0,3,0,0,,,,,,,,,,,
20200815,LAN,22,ANA,21,6,5,60,ANA01,0,2,2,0,0,0,1,0,0,1,,,,,,,,,,,2,0,1,0,2,0,0,0,0,0,,,,,,,,,,
20200815,WAS,18,BAL,20,3,7,51,BAL12,0,0,0,2,0,1,0,0,0,,,,,,,,,,,,2,2,0,1,0,1,0,1,0,,,,,,,,,,,
20200815,SLN,6,CHA,20,5,1,42,CHI12,4,0,0,1,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,
20200815,SLN,7,CHA,21,6,3,42,CHI12,0,0,0,1,4,0,1,,,,,,,,,,,,,,0,0,1,2,0,0,0,,,,,,,,,,,,,
20200815,CLE,21,DET,18,3,1,54,DET05,0,0,2,0,1,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
20200815,SEA,22,HOU,20,1,2,51,HOU03,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,,,,,,,,,,,
20200815,KCA,20,MIN,20,2,4,39,MIN04,0,0,0,0,2,0,0,,,,,,,,,,,,,,0,0,2,1,1,0,0,,,,,,,,,,,,,
20200815,KCA,21,MIN,21,4,2,42,MIN04,0,1,0,3,0,0,0,,,,,,,,,,,,,,1,0,0,1,0,0,0,,,,,,,,,,,,,
20200815,BOS,21,NYA,20,5,11,51,NYC21,0,0,3,0,0,0,0,0,2,,,,,,,,,,,,2,0,0,2,0,4,3,0,0,,,,,,,,,,,
20200815,TBA,22,TOR,17,3,2,54,BUF05,0,0,1,0,1,0,0,0,1,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,,,,,,,,,,,
20200816,SDN,23,ARI,22,4,5,51,PHO01,0,0,0,0,0,3,1,0,0,,,,,,,,,,,,0,0,2,0,0,0,0,3,0,,,,,,,,,,,
20200816,MIL,20,CHN,19,6,5,54,CHI11,0,0,3,0,2,0,1,0,0,,,,,,,,,,,,3,0,0,0,0,2,0,0,0,,,,,,,,,,,
20200816,TEX,20,COL,21,6,10,51,DEN02,0,2,0,1,0,0,0,1,2,,,,,,,,,,,,0,5,1,2,2,0,0,0,0,,,,,,,,,,,
20200816,ATL,23,MIA,15,4,0,54,MIA02,0,0,0,0,0,1,3,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
20200816,NYN,23,PHI,17,2,6,51,PHI13,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,1,0,0,0,0,3,2,0,0,,,,,,,,,,,
20200816,OAK,22,SFN,23,15,3,54,SFO03,0,1,1,0,9,2,0,2,0,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,,,,,,,,,,,
20200816,LAN,23,ANA,22,8,3,54,ANA01,0,0,3,4,0,1,0,0,0,,,,,,,,,,,,0,1,0,1,0,1,0,0,0,,,,,,,,,,,
20200816,WAS,19,BAL,21,6,5,54,BAL12,3,0,0,0,2,0,0,1,0,,,,,,,,,,,,1,0,0,0,0,3,1,0,0,,,,,,,,,,,
20200816,SLN,8,CHA,22,2,7,51,CHI12,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,1,0,0,0,6,0,0,0,0,,,,,,,,,,,
20200816,CLE,22,DET,19,8,5,54,DET05,0,1,2,0,1,3,1,0,0,,,,,,,,,,,,0,0,3,0,1,0,0,0,1,,,,,,,,,,,
20200816,SEA,23,HOU,21,2,3,52,HOU03,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,0,1,0,1,0,0,0,0,1,,,,,,,,,,,
20200816,KCA,22,MIN,22,2,4,51,MIN04,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,1,0,2,0,1,0,0,,,,,,,,,,,
